LOCATION,Country,VARIABLE,Variable,FREQUENCY,Frequency,TIME,Time,Value,Flag,Codes,Flags,,,,,
NLD,Netherlands,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.326383968,
NLD,Netherlands,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,8.607212972,
NZL,New,Zealand,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.121711461,,,,,,,
NZL,New,Zealand,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,3.814345622,,,,,,,
NZL,New,Zealand,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.227554012
NZL,New,Zealand,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.444728168
NZL,New,Zealand,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.218321534
NZL,New,Zealand,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,6.609643432
NZL,New,Zealand,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,1.693792703,,,,,,,
NZL,New,Zealand,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,2.484688846,,,,,,,
NZL,New,Zealand,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.321776066
NZL,New,Zealand,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.435788193
NZL,New,Zealand,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.847155539
NZL,New,Zealand,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.5487873
NOR,Norway,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.843600382,,,,,,,,
NOR,Norway,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,8.59859703,,,,,,,,
NOR,Norway,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.671772837,
NOR,Norway,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.888355959,
NOR,Norway,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,7.060393029,
NOR,Norway,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,10.91431841,
NOR,Norway,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,4.160712927,,,,,,,,
NOR,Norway,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,8.571021335,,,,,,,,
NOR,Norway,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.050794764,
NOR,Norway,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.529232455,
NOR,Norway,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,6.234474921,
NOR,Norway,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,11.17958445,
POL,Poland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,4.975984247,,,,,,,,
POL,Poland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,11.35589236,,,,,,,,
POL,Poland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.190466717,
POL,Poland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.776634868,
POL,Poland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,8.953338655,
POL,Poland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,13.31997851,
POL,Poland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,5.045636245,,,,,,,,
POL,Poland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,10.53988544,,,,,,,,
POL,Poland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,4.40319967,
POL,Poland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.730497916,
POL,Poland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,8.32298892,
POL,Poland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,11.88800964,
PRT,Portugal,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,8.365813949,,,,,,,,
PRT,Portugal,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,14.57554492,,,,,,,,
PRT,Portugal,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.290103782,
PRT,Portugal,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,11.35761642,
PRT,Portugal,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,11.40017052,
PRT,Portugal,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,18.55476022,
PRT,Portugal,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,6.663445595,,,,,,,,
PRT,Portugal,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,11.7468333,,,,,,,,
PRT,Portugal,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.898903437,
PRT,Portugal,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.616555683,
PRT,Portugal,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,9.291684311,
PRT,Portugal,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,14.64533691,
SVK,Slovak,Republic,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.919536301,,,,,,,
SVK,Slovak,Republic,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,8.108369514,,,,,,,
SVK,Slovak,Republic,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.792412719
SVK,Slovak,Republic,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.949888675
SVK,Slovak,Republic,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.738754839
SVK,Slovak,Republic,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,9.896895972
SVK,Slovak,Republic,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.954827018,,,,,,,
SVK,Slovak,Republic,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,6.765979917,,,,,,,
SVK,Slovak,Republic,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.868525496
SVK,Slovak,Republic,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,6.015580112
SVK,Slovak,Republic,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,4.60485847
SVK,Slovak,Republic,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.217088883
ESP,Spain,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,4.014278734,,,,,,,,
ESP,Spain,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.214028792,,,,,,,,
ESP,Spain,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.836572984,
ESP,Spain,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.826476017,
ESP,Spain,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.975454925,
ESP,Spain,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.97399065,
ESP,Spain,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,4.085418726,,,,,,,,
ESP,Spain,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,6.34425291,,,,,,,,
ESP,Spain,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.314998878,
ESP,Spain,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.30553301,
ESP,Spain,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,4.756111125,
ESP,Spain,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.175754355,
SWE,Sweden,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.98022438,,,,,,,,
SWE,Sweden,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.596235157,,,,,,,,
SWE,Sweden,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.775466128,
SWE,Sweden,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.147001036,
SWE,Sweden,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.841449736,
SWE,Sweden,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,9.643672014,
SWE,Sweden,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.493596331,,,,,,,,
SWE,Sweden,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,8.437330082,,,,,,,,
SWE,Sweden,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.155678087,
SWE,Sweden,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.827274105,
SWE,Sweden,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,6.651747071,
SWE,Sweden,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,10.17543877,
CHE,Switzerland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.086168342,,,,,,,,
CHE,Switzerland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,6.136687204,,,,,,,,
CHE,Switzerland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.946462488,
CHE,Switzerland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.110372464,
CHE,Switzerland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.363121735,
CHE,Switzerland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.530412832,
CHE,Switzerland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,1.976886095,,,,,,,,
CHE,Switzerland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,3.61728699,,,,,,,,
CHE,Switzerland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.313200045,
CHE,Switzerland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.410762434,
CHE,Switzerland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.788331319,
CHE,Switzerland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.288261292,
TUR,Türkiye,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.001798453,,,,,,,,
TUR,Türkiye,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,14.7904636,,,,,,,,
TUR,Türkiye,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,-0.046974867,
TUR,Türkiye,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.242392787,
TUR,Türkiye,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,12.54644949,
TUR,Türkiye,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,18.54677761,
TUR,Türkiye,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.803324586,,,,,,,,
TUR,Türkiye,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,13.70422704,,,,,,,,
TUR,Türkiye,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.913081296,
TUR,Türkiye,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.280711031,
TUR,Türkiye,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,11.10311146,
TUR,Türkiye,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,17.02437527,
GBR,United,Kingdom,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.118032465,,,,,,,
GBR,United,Kingdom,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,10.92049594,,,,,,,
GBR,United,Kingdom,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.53876787
GBR,United,Kingdom,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.915437697
GBR,United,Kingdom,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,8.218310528
GBR,United,Kingdom,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,14.55867297
GBR,United,Kingdom,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,2.511241553,,,,,,,
GBR,United,Kingdom,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,8.323560607,,,,,,,
GBR,United,Kingdom,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.871948307
GBR,United,Kingdom,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.862296829
GBR,United,Kingdom,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,5.520957377
GBR,United,Kingdom,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,11.87722405
USA,United,States,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,1.074546427,,,,,,,
USA,United,States,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.816361115,,,,,,,
USA,United,States,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.257078776
USA,United,States,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,1.955463609
USA,United,States,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,6.513084328
USA,United,States,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,9.474156091
USA,United,States,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,0.529765915,,,,,,,
USA,United,States,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,6.543504176,,,,,,,
USA,United,States,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,-0.172032425
USA,United,States,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,1.267907861
USA,United,States,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,5.797167953
USA,United,States,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,7.882082234
ARG,Argentina,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,6.448500759,,,,,,,,
ARG,Argentina,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,21.75909405,,,,,,,,
ARG,Argentina,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,3.798125748,
ARG,Argentina,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,9.366761692,
ARG,Argentina,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,18.84737388,
ARG,Argentina,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,26.63247479,
ARG,Argentina,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,5.622896024,,,,,,,,
ARG,Argentina,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,20.84029618,,,,,,,,
ARG,Argentina,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.406038987,
ARG,Argentina,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,7.819052056,
ARG,Argentina,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,19.21907813,
ARG,Argentina,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,23.58697582,
BRA,Brazil,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,5.711115858,,,,,,,,
BRA,Brazil,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,12.73540724,,,,,,,,
BRA,Brazil,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.198918277,
BRA,Brazil,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.395522027,
BRA,Brazil,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,9.337704549,
BRA,Brazil,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,14.70502233,
BRA,Brazil,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,4.321434295,,,,,,,,
BRA,Brazil,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,11.18529989,,,,,,,,
BRA,Brazil,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.883886321,
BRA,Brazil,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.703528261,
BRA,Brazil,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,8.656350231,
BRA,Brazil,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,13.76053066,
BGR,Bulgaria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,4.005148702,,,,,,,,
BGR,Bulgaria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,11.39222821,,,,,,,,
BGR,Bulgaria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.422541934,
BGR,Bulgaria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,6.635986524,
BGR,Bulgaria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,8.484276166,
BGR,Bulgaria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,13.80203592,
BGR,Bulgaria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.146745662,,,,,,,,
BGR,Bulgaria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,11.55094657,,,,,,,,
BGR,Bulgaria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.823090178,
BGR,Bulgaria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.109453254,
BGR,Bulgaria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,8.945799137,
BGR,Bulgaria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,13.92851122,
CHL,Chile,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.121449318,,,,,,,,
CHL,Chile,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,18.96567425,,,,,,,,
CHL,Chile,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.39832758,
CHL,Chile,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.754435422,
CHL,Chile,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,17.58473538,
CHL,Chile,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,20.53285031,
CHL,Chile,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,1.543652255,,,,,,,,
CHL,Chile,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,18.51711317,,,,,,,,
CHL,Chile,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,-1.066431386,
CHL,Chile,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.188378043,
CHL,Chile,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,14.93022931,
CHL,Chile,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,20.57004445,
COL,Colombia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,6.721360579,,,,,,,,
COL,Colombia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,19.25944689,,,,,,,,
COL,Colombia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.076648935,
COL,Colombia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.322175432,
